String Index	Text
Runeword516	Ruin
Runeword517	Ruin
Runeword518	Ruin
Runeword519	Ruin
Runeword520	Ruin
Runeword521	Ruin
Runeword522	Ruin
Runeword523	Ruin
Runeword524	Ruin
Runeword525	Ruin
Runeword526	Ruin
Runeword527	Ruin
Runeword528	Ruin
Runeword529	Ruin
Runeword530	Ruin
Runeword531	Ruin
Runeword532	Ruin
Runeword533	Ruin
Runeword534	Ruin
Runeword535	Ruin
Runeword536	Ruin
Runeword537	Ruin
Runeword538	Ruin
Runeword539	Ruin
Runeword540	Ruin
Runeword541	Ruin
Runeword542	Ruin
Runeword543	Ruin
Runeword544	Ruin
Runeword545	Ruin
Runeword546	Ruin
Runeword547	Ruin
Runeword548	Ruin
Runeword549	Ruin
Runeword550	Ruin
Runeword551	Ruin
Runeword552	Ruin
Runeword553	Ruin
Runeword554	Ruin
Runeword555	Ruin
Runeword556	Ruin
Runeword557	Ruin
Runeword558	Ruin
Runeword559	Ruin
Runeword560	Ruin
Runeword561	Ruin
Runeword562	Ruin
Runeword563	Ruin
Runeword564	Ruin
Runeword565	Ruin
Runeword566	Ruin
Runeword567	Ruin
Runeword568	Ruin
Runeword569	Ruin
Runeword570	Ruin
Runeword571	Ruin
Runeword572	Ruin
Runeword573	Ruin
Runeword574	Ruin
Runeword575	Ruin
Runeword576	Ruin
Runeword577	Rainbow
Runeword578	Rainbow
Runeword579	ArchDimeron
Runeword580	Boar
Runeword581	Hare
Runeword582	Death
Runeword583	Stone
Runeword584	Cow
Runeword585	Luck
Runeword586	Evolution
Runeword587	Feel
Runeword588	Void
Runeword589	Brandish
Runeword590	Brandish
Runeword591	Forefeel
Runeword592	Greed
Runeword593	Machine
Runeword594	Machine
Runeword595	Gold
Runeword596	Composure
Runeword597	Melody
Runeword598	Famine
Runeword599	Insanity
Runeword600	Hunt
Runeword601	Wrath
Runeword602	Wrath
Runeword603	Fog
Runeword604	Noir
Runeword605	Noir
Runeword606	Serpent
Runeword607	Hades
Runeword608	Darkness
Runeword609	Red
Runeword610	Red
Runeword611	Exuberance
Runeword612	Evil
Runeword613	Malice
Runeword614	Autumn
Runeword615	Light
Runeword616	Light
Runeword617	Beauty
Runeword618	Strength
Runeword619	Moon
Runeword620	Sin
Runeword621	Victory
Runeword622	Oath
Runeword623	Millenium
Runeword624	Knowledge
Runeword625	Fortress
Runeword626	Whisper
Runeword627	Reason
Runeword628	Savant
Runeword629	Gloom
Runeword630	Hiten Mitsurugi Ryu
Runeword631	Humble
Runeword632	Ascend
Runeword633	Wisdom
Runeword634	Blood
Runeword635	Eternity
Runeword636	Royalty
Runeword637	Fortune
Runeword638	Fortune
Runeword639	Faith
Runeword640	Journey
Runeword641	Efficiency
Runeword642	Healthy
Runeword643	Glory
Runeword644	Trust
Runeword645	Trust
Runeword646	Storm
Runeword647	Psychic
Runeword648	Cherry Blossom
Runeword649	Conquest
Runeword650	Memory
Runeword651	Ice
Runeword652	Captive
Runeword653	Radioactive
Runeword654	Law
Runeword655	Pride
Runeword656	Destiny
Runeword657	Honor
Runeword658	Rain
Runeword659	Rain
Runeword660	Princess
Runeword661	Dream
Runeword662	Dream
Runeword663	Dream
Runeword664	Thunder
Runeword665	Richesdotcom
Runeword666	Monkey
Runeword667	Praise
Runeword668	Painful
Runeword669	Hawk
Runeword670	Absolute
Runeword671	Absolute
Runeword672	Dragon
Runeword673	Courage
Runeword674	Tradition
Runeword675	Bird
Runeword676	Wealth
Runeword677	Wealth
Runeword678	Opposing Destiny
Runeword679	Jealousy
Runeword680	Tiger
Runeword681	Achieve
Runeword682	Mibu's Wolf
Runeword683	Impetuous
Runeword684	Armageddon
Runeword685	Chaos
Runeword686	Maiden
Runeword687	Myth
Runeword688	Deception
Runeword689	Deception
Runeword690	Youth
Runeword691	Illustrious
Runeword692	Temptation
Runeword693	Sincerity
Runeword694	Sincerity
Runeword695	Abolish
Runeword696	Destruction
Runeword697	Destruction
Runeword698	Echo
Runeword699	Duress
Runeword700	Lord
Runeword701	Judgment
Runeword702	Pillar of Faith
Runeword703	Saiyajin
Runeword704	Saiyajin
Runeword705	Spring
Runeword706	Animal Friend
Runeword707	Animal Friend
Runeword708	Sorrow
Runeword709	Sorrow
Runeword710	Sorrow
Runeword711	Lightning
Runeword712	Lightning
Runeword713	Summer
Runeword714	Summer
Runeword715	Jurai
Runeword716	Lionheart
Runeword717	Hatred
Runeword718	Butcher
Runeword719	Authority
Runeword720	Authority
Runeword721	Secret
Runeword722	Patience
Runeword723	Fossil of the Sun
Runeword724	Divine
Runeword725	Accuracy
Runeword726	Accuracy
Runeword727	Acid
Runeword728	Harmony
Runeword729	Learned One
Runeword730	Hunger
Runeword731	Terror
Runeword732	Stomach Ache
Runeword733	Edge
Runeword734	Phoenix
Runeword735	Winter
Runeword736	Vengeance
Runeword737	Abundant
Runeword738	Unlawful
Runeword739	Gluttony
Runeword740	Horse
Runeword741	Indomitable
Runeword742	Noble Ogre
Runeword743	Medicine
Runeword744	Sheep
Runeword745	Radiance
Runeword746	Trip
Runeword747	One
Runeword748	The Lovers
Runeword749	Daylight
Runeword750	Pattern
Runeword751	Mist
Runeword752	Mist
Runeword753	Mist
Runeword754	Question
Runeword755	Question
Runeword756	Silence
Runeword757	Enlightenment
Runeword758	Frostbite
Runeword759	Discipline
Runeword760	Prayer
Runeword761	Able
Runeword762	Golden Dragon
Runeword763	Dark Star
Runeword764	Nature's Kingdom
Runeword765	Master Key
Runeword766	Zenith
Runeword767	Lethal
Runeword768	Thirst
Runeword769	Feminine
Runeword770	Feminine
Runeword771	Feminine
Runeword772	Heaven's Will
Runeword773	White
Runeword774	Black
Runeword775	Spirit
Runeword776	Wanderer
Runeword777	Fade
Runeword778	Thought
Runeword779	Fury
Runeword780	War
Runeword781	Smoke
Runeword782	Envy
Runeword783	Rat
Runeword784	Hot
Runeword785	Fox
Runeword786	Bone
Runeword787	Nightgown
Runeword788	Dome
Runeword789	Grand Leon
Runeword790	Rift
Runeword791	Obedience
Runeword792	Dread
Runeword793	Unknown
Runeword794	Dodge
Runeword795	Admiration
Runeword796	Jindujun
Runeword797	Revenge
Runeword798	Burn
Runeword799	Abandon
Runeword800	Transformation
Runeword801	Peace
Runeword802	Placidity
Runeword803	Horizon
Runeword804	Discontent
Runeword805	Hound
Runeword806	Demon
Runeword807	Insight
Runeword808	Cunning
Runeword809	Rage
Runeword810	Terminate
Runeword811	Eternal Reign
Runeword812	Change
Runeword813	Change
Runeword814	Soul Stealer
Runeword815	ANCIENT'S PLEDGE
Runeword816	BLACK
Runeword817	FURY
Runeword818	HOLY THUNDER
Runeword819	HONOR
Runeword820	KING'S GRACE
Runeword821	LEAF
Runeword822	LIONHEART
Runeword823	LORE
Runeword824	MALICE
Runeword825	MELODY
Runeword826	MEMORY
Runeword827	NADIR
Runeword828	RADIANCE
Runeword829	RHYME
Runeword830	SILENCE
Runeword831	SMOKE
Runeword832	STEALTH
Runeword833	STEEL
Runeword834	STRENGTH
Runeword835	VENOM
Runeword836	WEALTH
Runeword837	WHITE
Runeword838	ZEPHYR
Runeword839	BEAST
Runeword840	BRAMBLE
Runeword841	BREATH OF THE DYING
Runeword842	CALL TO ARMS
Runeword843	CHAOS
Runeword844	CHAINS OF HONOR
Runeword845	CRESCENT MOON
Runeword846	DELIRIUM
Runeword847	DOOM
Runeword848	DURESS
Runeword849	ENIGMA
Runeword850	ETERNITY
Runeword851	EXILE
Runeword852	FAMINE
Runeword853	GLOOM
Runeword854	HAND OF JUSTICE
Runeword855	HEART OF THE OAK
Runeword856	KINGSLAYER
Runeword857	PASSION
Runeword858	PRUDENCE
Runeword859	SANCTUARY
Runeword860	SPLENDOR
Runeword861	STONE
Runeword862	WIND
Runeword863	BRAND
Runeword864	DEATH
Runeword865	DESTRUCTION
Runeword866	DRAGON
Runeword867	DREAM
Runeword868	EDGE
Runeword869	FAITH
Runeword870	FORTITUDE
Runeword871	GRIEF
Runeword872	HARMONY
Runeword873	ICE
Runeword874	INFINITY
Runeword875	INSIGHT
Runeword876	LAST WISH
Runeword877	LAWBRINGER
Runeword878	OATH
Runeword879	OBEDIENCE
Runeword880	PHOENIX
Runeword881	PRIDE
Runeword882	RIFT
Runeword883	SPIRIT
Runeword884	VOICE OF REASON
Runeword885	WRATH
Runeword886	BONE
Runeword887	ENLIGHTENMENT
Runeword888	MYTH
Runeword889	PEACE
Runeword890	PRINCIPLE
Runeword891	RAIN
Runeword892	TREACHERY
Runeword893	PATTERN
Runeword894	PLAGUE
Runeword895	Dance
Runeword896	Hail Fire
Runeword897	Thief
Autolycus' Magic Tools	Autolycus' Magic Tools
Autolycus' Robes	Autolycus' Robes
Autolycus' Thieving Tools	Autolycus' Thieving Tools
Boots of Sneaking	Boots of Sneaking
Achilles' Advantage	Achilles' Advantage
Achilles' Force	Achilles' Force
Achilles' Girdle	Achilles' Girdle
Achilles' Heel	Achilles' Heel
Diablo's End	Diablo's End
Helm of Spirits	Helm of Spirits
Optic Amulet	Optic Amulet
Armor of Gloom	Armor of Gloom
Stormshield	Stormshield
Planet's Veneration	Planet's Veneration
Tharn's Ward	Tharn's Ward
Bard's Graceful Hand	Bard's Graceful Hand
The Acolyte's Spirit	The Acolyte's Spirit
Root's Banded Restraint	Root's Banded Restraint
Wanderer's Waltz	Wanderer's Waltz
Waves of Ascension	Waves of Ascension
Band of War	Band of War
Band of Death	Band of Death
Band of Famine	Band of Famine
Band of Pestilence	Band of Pestilence
Shepherd's Delight	Shepherd's Delight
Crook of the Darkest Valley	Crook of the Darkest Valley
Shepherd's Blessing	Shepherd's Blessing
Shepherd's Invocation	Shepherd's Invocation
Tasselhoff's Traveling Gear	Tasselhoff's Traveling Gear
Tasselhoff's Jerkin	Tasselhoff's Jerkin
Tasselhoff's Pouches	Tasselhoff's Pouches
Tasselhoff's Breaches	Tasselhoff's Breaches
Arctic Gear-Ama	Arctic Gear
Arctic Horn-Ama	Arctic Horn
Arctic Mitts-Ama	Arctic Mitts
Arctic Binding-Ama	Arctic Binding
Gabrielle's Innocence	Gabrielle's Innocence
Gabrielle's Pointed Staff	Gabrielle's Pointed Staff
Gabrielle's Defense	Gabrielle's Defense
Gabrielle's Revelation	Gabrielle's Revelation
Lixo's Feathers	Lixo's Feathers
Lixo's Flight	Lixo's Flight
Lixo's Harp	Lixo's Harp
Lixo's Coat	Lixo's Coat
Lixo's Jewel	Lixo's Jewel
Aanna's Battle Dress	Aanna's Battle Dress
Aanna's Touch	Aanna's Touch
Aanna's Dress	Aanna's Dress
Aanna's Skill	Aanna's Skill
Aanna's March	Aanna's March
Alaziel's Abstraction	Alaziel's Abstraction
Alaziel's Point	Alaziel's Point
Alaziel's Protector	Alaziel's Protector
Alaziel's Buckler	Alaziel's Buckler
Alaziel's Grip	Alaziel's Grip
Noir's Tranquility	Noir's Tranquility
Noir's Anticipation	Noir's Anticipation
Noir's Focus	Noir's Focus
Noir's Tenacity	Noir's Tenacity
Noir's Stride	Noir's Stride
Milea's Majesty	Milea's Majesty
Milea's Crown	Milea's Crown
Milea's Maim	Milea's Maim
Milea's Mail	Milea's Mail
Death's Disguise-Ass	Death's Disguise
Death's Touch-Ass	Death's Touch
Death's Hand-Ass	Death's Hand
Death's Guard-Ass	Death's Guard
Vega's Elegance	Vega's Elegance
Vega's Beauty	Vega's Beauty
Grace	Grace
Power	Power
Vega's Sash	Vega's Sash
Motoko's Captivation	Motoko's Captivation
Motoko's Power	Motoko's Power
Motoko's Kimono	Motoko's Kimono
Motoko's Charm	Motoko's Charm
Alora's Shadow	Alora's Shadow
Alora's Veil	Alora's Veil
Alora's Silent Assault	Alora's Silent Assault
Alora's Silhouette	Alora's Silhouette
Alora's Vestige	Alora's Vestige
Sascha's Jaded Kiss	Sascha's Jaded Kiss
Sascha's Deadly Point	Sascha's Deadly Point
Sascha's Bosom	Sascha's Bosom
Sascha's Jagged Strike	Sascha's Jagged Strike
Sascha's Black Slipper	Sascha's Black Slipper
Ihsan's Shade	Ihsan's Shade
Ihsan's Gaze	Ihsan's Gaze
Ihsan's Spine	Ihsan's Spine
Ihsan's Clutch	Ihsan's Clutch
Ihsan's Coil	Ihsan's Coil
Borik's Deceit	Borik's Deceit
Borik's Nightblade	Borik's Nightblade
Borik's Dark Binding	Borik's Dark Binding
Borik's Black Hand	Borik's Black Hand
Infernal Tools-Nec	Infernal Tools
Infernal Cranium-Nec	Infernal Cranium
Infernal Torch-Nec	Infernal Torch
Infernal Sign-Nec	Infernal Sign
Rathol's Disease	Rathol's Disease
Rathol's Gaze	Rathol's Gaze
Rathol's Touch	Rathol's Touch
Rathol's Fear	Rathol's Fear
Wrathamon's Omens	Wrathamon's Omens
Wrathamon's Skull	Wrathamon's Skull
Ebola	Ebola
Wrathamon's Scythe of Doom	Wrathamon's Scythe of Doom
Wrathamon's Cloak of Night	Wrathamon's Cloak of Night
The Hands of Wier	The Hands of Wier
The Lich's Form	The Lich's Form
The Lich's Pate	The Lich's Pate
The Lich's Curse	The Lich's Curse
The Lich's Cage	The Lich's Cage
The Lich's Clutch	The Lich's Clutch
The Lich's Sole	The Lich's Wrap
Nupraptor's Keep	Nupraptor's Keep
Nupraptor's Skull	Nupraptor's Skull
Nupraptor's Eradicator	Nupraptor's Eradicator
Nupraptor's Servant	Nupraptor's Servant
Lim-Dul's Legion	Lim-Dul's Legion
Lim-Dul's Hex	Lim-Dul's Hex
Lim-Dul's High Guardian	Lim-Dul's High Guardian
Lim-Dul's Vault	Lim-Dul's Vault
Lim-Dul's Oath	Lim-Dul's Oath
Ordnance of the Dark Brotherhood	Ordnance of the Dark Brotherhood
Mask of the Angel of Death	Mask of the Angel of Death
Flesh of the Angel of Chaos	Flesh of the Angel of Chaos
Reaver of the Angel of A	Reaver of the Angel of Annihilation
Berserker's Garb-Bar	Berserker's Garb
Berserker's Headgear-Bar	Berserker's Headgear
Berserker's Hatchet-Bar	Berserker's Hatchet
Berserker's Hauberk-Bar	Berserker's Hauberk
Messerschmidt's Rule	Messerschmidt's Rule
Messerschmidt's Reaver	Messerschmidt's Reaver
Messerschmidt's Burning Palm	Messerschmidt's Burning Palm
Messerschmidt's Brace	Messerschmidt's Rush
Kain's Means of Destruction	Kain's Means of Destruction
Blood Baron	Blood Baron
Kain's Fear	Kain's Fear
Kain's Sentinel	Kain's Sentinel
Kain's Wings	Kain's Wings
Kain's Life	Kain's Life
Krakerag's Rage	Krakerag's Rage
Krakerag's Point	Krakerag's Point
Krakerag's Chestplate	Krakerag's Chestplate
Krakerag's Slay	Krakerag's Slay
Darkshade's Ruin	Darkshade's Ruin
Darkshade's Haze	Darkshade's Haze
Darkshade's Skewer	Darkshade's Skewer
Darkshade's Spined Sheath	Darkshade's Spined Sheath
Darkshade's Evisceration	Darkshade's Evisceration
Darkshade's Binding	Darkshade's Binding
Sarevok's Sacrilege	Sarevok's Sacrilege
Sarevok's Malicious Stare	Sarevok's Malicious Stare
Sarevok's Master	Sarevok's Master
Sarevok's Savage Heart	Sarevok's Savage Heart
Hurja's Harmonic Rage	Hurja's Harmonic Rage
Crown of the Northern Tribes	Crown of the Northern Tribes
Harrogath's Heirloom	Harrogath's Heirloom
Worldstone Shard	Worldstone Shard
Milabrega's Regalia-Pal	Milabrega's Regalia
Milabrega's Ironsoles-Pal	Milabrega's Ironsoles
Milabrega's Rod-Pal	Milabrega's Rod
Milabrega's Orb-Pal	Milabrega's Orb
Tyrael's Sanctuary	Tyrael's Sanctuary
Tyrael's Halo	Tyrael's Fort
Tyrael's Virtue	Tyrael's Virtue
Tyrael's Faith	Tyrael's Faith
Anduin's Honor	Anduin's Honor
Anduin's Vision	Anduin's Vision
Anduin's Vanquisher	Anduin's Vanquisher
Anduin's Protector	Anduin's Protector
Malek's Charge	Malek's Charge
Malek's Sight	Malek's Sight
Malek's Strike	Malek's Strike
Malek's Pride	Malek's Pride
Malek's Defense	Malek's Defense
Malek's Grip	Malek's Girdle
Lancelot's Courage	Lancelot's Courage
Lancelot's Prediction	Lancelot's Prediction
Lancelot's Security	Lancelot's Security
Lancelot's Heraldic Lion	Lancelot's Heraldic Lion
Griffith's Cunning	Griffith's Cunning
Griffith's Stare	Griffith's Stare
Griffith's Charm	Griffith's Charm
Griffith's Parry	Griffith's Parry
Griffith's Protection	Griffith's Protection
Darien's Glory	Darien's Glory
Darien's Wit	Darien's Wit
Darien's Faith	Darien's Faith
Darien's Band	Darien's Band
Arcanna's Tricks-Sor	Arcanna's Tricks
Arcanna's Sign-Sor	Arcanna's Sign
Arcanna's Deathwand-Sor	Arcanna's Deathwand
Arcanna's Flesh-Sor	Arcanna's Sash
Tara's Calling	Tara's Calling
Tara's Vision	Tara's Vision
Tara's Eye	Tara's Eye
Tara's Gown	Tara's Gown
Tara's Mirror	Tara's Mirror
Naj's Mastery	Naj's Mastery
Naj's Puzzler	Naj's Puzzler
Naj's Light Plate	Naj's Light Plate
Naj's Fireward	Naj's Fireward
Divada's Trickery	Divada's Trickery
Divada's Tiara	Divada's Tiara
Divada's Focus	Divada's Focus
Divada's Shawl	Divada's Shawl
Divada's Screen	Divada's Screen
Raistlin's Salvation	Raistlin's Salvation
Raistlin's Glance	Raistlin's Glance
Raistlin's Mark	Raistlin's Mark
The Staff of the Magi	The Staff of the Magius
Robes of the Arch-Magi	Robes of the Arch-Magi
Jade Accoutrement	Jade Accoutrement
Jade Star	Jade Star
Jade Wrap	Jade Wrap
Jade Crest	Jade Crest
Jade Slipper	Jade Slipper
Arion's Augury	Arion's Augury
Arion's Eye	Arion's Eye
Arion's Heart	Arion's Heart
Arion's Hand	Arion's Hand
Hsarus' Defense-Dru	Hsarus' Defense
Hsaru's Iron Arm	Hsarus' Iron Arm
Hsarus' Iron Fist-Dru	Hsarus' Iron Fist
Hsarus' Iron Heel-Dru	Hsarus' Iron Heel
Blackwing's Impudence	Blackwing's Impudence
Blackwing's Will	Blackwing's Will
Blackwing's Force	Blackwing's Force
Blackwing's Clench	Blackwing's Clench
Blackwing's Icewoven Strap	Blackwing's Footprint
Danarak's Divinity	Danarak's Divinity
Danarak's Spirit	Danarak's Spirit
Danarak's Mallet	Danarak's Mallet
Danarak's Wrap	Danarak's Wrap
Merlin's Legacy	Merlin's Legacy
Horns of Power	Horns of Power
Keeper of the Fire	Keeper of the Fire
Robes of Earth and Water	Mail of Earth and Water
Sandals of the Wind	Sandals of the Wind
Nature's Passage	Nature's Passage
Terra's Clairvoyance	Terra's Clairvoyance
Fyrre's Deception	Fyrre's Deception
Gaia's Carapace	Gaia's Carapace
Persephone's Heel	Persephone's Heel
Jaheira's Tenacity	Jaheira's Tenacity
Jaheira's Force	Jaheira's Force
Jaheira's Volition	Jaheira's Volition
Jaheira's Caress	Jaheira's Caress
Jaheira's Girdle	Jaheira's Girdle
Nature's Rule	Nature's Rule
Branch of the Ents	Branch of the Ents
Hide of the Tarrasque	Hide of the Tarrasque
Claws of the Dragon	Claws of the Dragon
Kashya's Survival Kit-N	Kashya's Survival Kit
Rogue's Bow-N	Rogue's Bow (merc only)
Rogue's Suit-N	Rogue's Suit (merc only)
Rogue's Cap-N	Rogue's Cap (merc only)
Greiz's Desert Pride-N	Greiz's Desert Pride
Mercenary's Pike-N	Mercenary's Pike (merc only)
Mercenary's Wraps-N	Mercenary's Wraps (merc only)
Mercenary's Shiek-N	Mercenary's Shiek (merc only)
Asheara's Iron Wolf Division-N	Asheara's Iron Wolf Division
Iron Wolf's Broad Sword-N	Iron Wolf's Sword (merc only)
Iron Wolf's Robes-N	Iron Wolf's Robes (merc only)
Iron Wolf's Coif-N	Iron Wolf's Coif (merc only)
Iron Wolf's Guard-N	Iron Wolf's Guard (merc only)
Qual-Kehk's Barbaric Gear-N	Qual-Kehk's Barbaric Gear
Barbarian's Point-N	Barbarian's Point (merc only)
Barbarian's Shelter-N	Barbarian's Shelter (merc only)
Barbarian's Visage-N	Barbarian's Visage (merc only)
Kashya's Survival Kit-NM	Kashya's Survival Kit N
Rogue's Bow-NM	Rogue's Bow N (merc only)
Rogue's Suit-NM	Rogue's Suit N (merc only)
Rogue's Cap-NM	Rogue's Cap N (merc only)
Greiz's Desert Pride-NM	Greiz's Desert Pride N
Mercenary's Pike-NM	Mercenary's Pike N (merc only)
Mercenary's Wraps-NM	Mercenary's Wraps N (merc only)
Mercenary's Shiek-NM	Mercenary's Shiek N (merc only)
Asheara's Iron Wolf Division-NM	Asheara's Iron Wolf Division N
Iron Wolf's Broad Sword-NM	Iron Wolf's Sword N (merc only)
Iron Wolf's Robes-NM	Iron Wolf's Robes N (merc only)
Iron Wolf's Coif-NM	Iron Wolf's Coif N (merc only)
Iron Wolf's Guard-NM	Iron Wolf's Guard N (merc only)
Qual-Kehk's Barbaric Gear-NM	Qual-Kehk's Barbaric Gear N
Barbarian's Point-NM	Barbarian's Point N (merc only)
Barbarian's Shelter-NM	Barbarian's Shelter N (merc only)
Barbarian's Visage-NM	Barbarian's Visage N (merc only)
Kashya's Survival Kit-H	Kashya's Survival Kit H
Rogue's Bow-H	Rogue's Bow H (merc only)
Rogue's Suit-H	Rogue's Suit H (merc only)
Rogue's Cap-H	Rogue's Cap H (merc only)
Greiz's Desert Pride-H	Greiz's Desert Pride H
Mercenary's Pike-H	Mercenary's Pike H (merc only)
Mercenary's Wraps-H	Mercenary's Wraps H (merc only)
Mercenary's Shiek-H	Mercenary's Shiek H (merc only)
Asheara's Iron Wolf Division-H	Asheara's Iron Wolf Division H
Iron Wolf's Broad Sword-H	Iron Wolf's Sword H (merc only)
Iron Wolf's Robes-H	Iron Wolf's Robes H (merc only)
Iron Wolf's Coif-H	Iron Wolf's Coif H (merc only)
Iron Wolf's Guard-H	Iron Wolf's Guard H (merc only)
Qual-Kehk's Barbaric Gear-H	Qual-Kehk's Barbaric Gear H
Barbarian's Point-H	Barbarian's Point H (merc only)
Barbarian's Shelter-H	Barbarian's Shelter H (merc only)
Barbarian's Visage-H	Barbarian's Visage H (merc only)
Cow King's Steels	Cow King's Steels
Cow King's Steel Horns	Cow King's Steel Horns
Cow King's Steel Hide	Cow King's Steel Hide
Cow King's Steel Hoofs	Cow King's Steel Hoofs
skillname7	Poison Arrow
skillsd7	enchants arrows with poison
skillld7	always hits\nby adding poison damage\nmagically enhances your arrows or bolts
skillan7	Poison Arrow
skillld8	for you and your party\nmaking them easier to damage\nilluminates nearby enemies
skillld10	using a javelin, a spear, or a dagger\nattacks with a series of rapid thrusts
skillld11	always hits\nby adding cold damage and a slowing effect\nmagically enhances your arrows or bolts
skillname14	Fire Strike
skillsd14	adds fire damage
skillld14	with any melee weapons\nadds fire damage to attacks
skillan14	Fire Strike
skillname15	Pyre Javelin
skillsd15	adds fire damage
skillld15	weapon to explode on impact\nmagically enhances your throwing
skillan15	Pyre Javelin
skillname19	Viper Bite
skillsd19	enchants melee weapons with poison
skillld19	and releases poisonous missiles upon impact\nadds poison damage to any melee weapons\n
skillan19	Viper Bite
skillname20	Frost Javelin
skillsd20	changes a thrown weapon into a bolt of ice
skillld20	weapon into a bolt of ice\nmagically converts your throwing
skillan20	Frost Javelin
skillname21	Lightning Arrow
skillsd21	enchants arrows with lightning
skillld21	always hits\nwith lightning damage\nmagically enhances your arrow or bolt
skillan21	Lightning Arrow
skillname24	Shadow Strike
skillsd24	enchants melee weapons with death magic
skillld24	and releases spirits of the dead upon impact\nadds magic damage to any melee weapons
skillan24	Shadow Strike
skillsd25	enchants throwing weapons with poison explosions
skillld25	to release clouds of poison upon impact\nmagically enhances your throwing weapon
skillld30	with any melee weapons\nattacks all adjacent targets
skillld34	and releases chain lightning upon impact\nadds lightning damage to any melee weapons
skillsd34	enchants melee weapons with chain lightning
skillld35	bolt of lightning that splits on impact\nchanges a thrown weapon into a powerful
skillname37	Soul Shiver
skillan37	Soul Shiver
skillname41	Lightning Inferno
skillsd41	creates a stream of lightning
skillld41	to shock your enemies\ncreates a continuous stream of lightning
skillan41	Lightning Inferno
skillname44	Ice Nova
skillsd44	creates a freezing ring
skillld44	and slows all nearby enemies\ncreates an expanding ring of ice that damages
skillan44	Ice Nova
skillname48	Immolation
skillsd48	creates ring of fireballs
skillld48	to scorch your enemies\ncreates an explosive ring of fireballs
skillan48	Immolation
skillname50	Fire Armor
skillsd50	burns attackers
skillld50	and burns enemies that hit you\nincreases your defense rating
skillan50	Fire Armor
skillname51	Flame Wave
skillsd51	creates a moving wall of flame
skillld51	that burns your enemies\ncreates a moving wall of flame
skillan51	Flame Wave
skillname57	Meteor Shower
skillsd57	summons a powerful tempest
skillld57	rain meteors upon your enemies\nsummons a deadly shower to
skillan57	Meteor Shower
skillld61	caused by your fire spells\npassive - increases all damage
skillname62	Lightning Hydra
skillsd62	summons multi-headed lightning beast
skillld62	to reduce your enemies to cinders\nsummons a multi-headed beast of lightning
skillan62	Lightning Hydra
skillld63	caused by your lightning spells\npassive - increases all damage
skillsd65	passive - increases cold damage
skillld65	caused by your cold spells\npassive - increases all damage
skillname67	Bone Wave
skillsd67	summons a moving wall of bone
skillld67	to destroy your enemies\nsummons a moving wall of bone
skillan67	Bone Wave
skillld69	of raised undead and revived creatures\npassive - increases life and damage
skillname73	Poison Slash
skillsd73	next melee attack poisons target
skillld73	adds poison to your melee attacks
skillan73	Poison Slash
skillname80	Raise Vampire
skillsd80	reanimate vampire from target corpse
skillld80	fights for you\nthis raises a vampire that\ncast on the corpse of a slain monster,
skillan80	Raise Vampire
skillname84	Frozen Spear
skillsd84	summons a deadly spike of ice
skillld84	summons a deadly spike of ice to chill your enemies
skillan84	Frozen Spear
skillname90	Metal Golem
skillan90	Metal Golem
skillsd91	curse - lowers enemies resistance to F/C/L
skillld91	lowers maximum F/C/L resists of hostile players\nlowers F/C/L resists of monsters\ncurses to increase elemental damages
skillname100	Protection From Fire
skillsd100	aura - protects against fire/phys damage
skillld100	physical damage done to you and your party\nwhen active, aura absorbs fire and
skillan100	Prot. fr Fire
skillsd101	divine bolt that damages all enemies
skillld101	or heals allies\ndamages demons and animals\na divine bolt that also
skillld103	also grants the chance of open wounds and pmh\nback at your attacker,\nwhen active, aura reflects damage done to you
skillname105	Protection From Cold
skillsd105	aura - protects against cold/phys damage
skillld105	physical damage done to you and your party\nwhen active, aura absorbs cold and
skillan105	Prot. fr Cold
skillname108	Annihilation
skillsd108	aura - increases chance of crushing blow
skillld108	also grants increased attack speed and pmh\nthat you and your party will land a crushing blow,\nwhen active, aura increases the chance
skillan108	Annihilation
skillld109	prayer gives life regeneration to this skill\nparty by reducing the length of poison and curse\nwhen active, aura protects you and your
skillname110	Protection From Lightning
skillsd110	aura - protects against ltng/phys damage
skillld110	physical damage done to you and your party\nwhen active, aura absorbs lightning and
skillan110	Prot. fr Ltng
skillsd115	aura - increases life, speed and stamina recovery
skillld115	and movement speed for you and your party\nwhen active, aura increases the maximum life, stamina,
skillname119	Protection From Evil
skillsd119	aura - repels and damages monsters
skillld119	also grants vs undead/demons bonus\ncreatures and knocks them back,\nwhen active, aura damages all
skillan119	Prot. fr Evil
skillld120	prayer gives life regeneration to this skill\nfor you and your party\nwhen active, aura increases mana recovery
skillld123	and F/C/L resistances of nearby enemies\nwhen active, aura reduces the defenses
skillname131	Find Treasure
skillsd131	finding hidden treasures
skillld131	to find hidden treasures\nuse on the corpse of a slain monster
skillan131	Find Treasure
skillname141	Strength of the Ancients
skillsd141	passive - increases strength
skillld141	works via damage augmenter\npassive - increases strength
skillan141	Str. of Ancients
skillname142	Luck of the Ancients
skillsd142	passive - increases mf and extra gold
skillld142	passive - increases mf and extra gold
skillan142	Luck of the Ancients
skillname148	Vigor of the Ancients
skillsd148	passive - increases vitality
skillld148	works via damage augmenter\npassive - increases vitality
skillan148	Vigor of the Ancients
skillname150	Magic Throw
skillsd150	creates a magical throwing weapons
